CMB31.Poly	CMB9.Poly	Ctrl6.Poly	CX2.Poly	EV12.Poly	CMB8.Poly	Ctrl33.Poly	Ctrl38.Poly	EV26.Poly	EV4.Poly	CX14.Poly	CX39.Poly
1700099I09Rik	1	8	2	5	3	0	6	1	0	3	6	6
1700101E01Rik	33	8	10	16	15	6	7	4	6	4	12	16
1700101I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700102P08Rik	1	3	1	0	1	3	0	2	0	3	7	11
1700104B16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	2	2	3	0	0	1	0	1	0	0	0	0
1700106J16Rik	1	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	3	3	1	2	5	1	1	0	2	3	0	0
1700108J01Rik	0	1	0	0	3	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	1	1	5	2	6	2	5	3	4	3	0	0
1700109H08Rik	7	16	16	11	6	13	17	4	5	8	20	26
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	3	0	0	3	0	0	0	0	0	0	0
1700110I01Rik	31	18	27	20	33	10	13	9	3	10	34	46
1700110I07Rik	0	0	0	0	1	0	0	0	0	0	0	0
1700110K17Rik	2	0	0	0	0	0	0	0	0	0	0	1
1700111E14Rik	1	0	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112D23Rik	0	0	0	1	0	0	0	0	0	0	0	0
1700112E06Rik	6	2	3	0	0	1	4	0	0	0	1	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	1	0
1700112J16Rik	8	3	8	5	18	4	7	4	12	4	0	0
1700112K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	36	48	2	19	26	25	17	8	6	5	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	0	1	1	1	3	1	2	2	0	0	0	1
1700120C14Rik	60	84	43	50	60	58	61	44	55	57	0	0
1700120C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	10	2	4	5	7	3	7	4	8	4	0	0
1700120O09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	1	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	1	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	3	4	0	0	2	0	6	0	2	1	5	3
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123I01Rik	1	3	0	1	1	0	0	0	3	0	0	1
1700123K08Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700123M08Rik	8	17	7	11	10	12	2	3	8	5	13	15
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	523	487	559	515	693	288	510	381	332	414	851	1012
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	2	2	1	2	1	0	2	1	0	0	0	0
1700125G22Rik	0	0	1	0	0	0	0	0	0	1	0	0
1700125H20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700126A01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	8	6	6	8	3	4	4	0	0	1	17	22
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810008B01Rik	1	0	0	0	3	1	0	2	0	0	4	2
1810008I18Rik	2	1	1	0	1	0	4	2	0	1	0	0
1810009A15Rik	16	27	11	15	26	15	21	8	11	17	528	718
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	8	4	2	5	5	1	5	10	1	1	2	8
1810010K12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810011H11Rik	0	0	0	0	0	0	1	0	0	0	0	0
1810011O10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810012K08Rik	12	10	2	6	7	5	9	1	4	5	8	5
1810012K16Rik	0	0	4	0	1	0	0	0	0	0	0	0
1810013D15Rik	1	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	506	445	748	851	803	365	590	518	497	490	680	915
1810014B01Rik	98	83	101	115	154	54	94	48	55	83	0	0
1810018F18Rik	0	0	0	0	1	0	0	0	0	0	0	0
1810019D21Rik	0	2	2	0	0	0	1	0	0	0	0	0
1810019N24Rik	1	1	5	4	6	1	3	0	6	3	0	0
1810020O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810021B22Rik	10	7	4	6	12	6	1	2	2	12	8	8
1810022K09Rik	1036	1330	1384	1972	1817	1083	1028	1150	1574	1792	165	278
1810024B03Rik	87	88	59	80	67	53	42	34	24	44	31	30
1810026B05Rik	24	31	44	39	56	17	23	20	30	59	0	0
1810026J23Rik	2508	1821	1938	2259	2645	1514	2239	1746	1556	1535	2060	2458
1810030O07Rik	477	392	429	543	596	377	541	420	514	414	677	864
1810032O08Rik	181	161	127	157	189	115	100	79	102	145	822	1032
1810034E14Rik	49	55	43	53	64	48	40	31	41	44	0	0
1810037I17Rik	358	333	315	336	408	240	298	228	205	267	279	339
1810041H14Rik	6	5	8	8	7	8	3	6	6	12	0	0
1810041L15Rik	0	0	2	1	0	0	0	2	0	1	0	0
1810043G02Rik	141	130	83	106	107	70	69	47	53	66	198	260
1810043H04Rik	67	60	56	61	83	37	45	40	36	42	280	324
1810044D09Rik	5	8	11	4	13	2	2	2	7	6	0	0
1810046K07Rik	38	11	12	18	18	17	6	3	3	13	74	91
1810049J17Rik	0	0	1	0	0	0	0	0	0	0	0	1
1810053B23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	107	76	107	101	109	64	127	99	74	66	120	158
1810058I24Rik	124	199	241	174	439	147	337	193	315	268	125	181
1810059C17Rik	0	0	2	0	4	0	1	3	0	0	0	2
1810059H22Rik	582	485	305	147	385	171	404	256	282	350	1035	1330
1810062G17Rik	0	1	0	1	2	0	0	1	0	1	0	0
1810062O18Rik	7	4	9	5	8	5	3	4	2	3	10	8
1810064F22Rik	4	3	1	1	2	3	1	4	2	2	1	0
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010001A14Rik	11	10	8	13	16	9	19	3	9	11	2	3
2010001E11Rik	3	0	2	2	7	2	1	1	1	0	2	4
2010001K21Rik	5	2	4	1	9	3	0	3	4	6	13	16
2010002M12Rik	1	1	0	0	1	0	0	0	1	0	0	0
2010003K11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010005H15Rik	0	1	0	1	2	0	1	0	0	2	1	1
2010007H06Rik	791	523	576	585	645	583	565	396	404	617	227	263
2010009K17Rik	3	3	2	1	3	1	4	0	2	1	0	0
2010010A06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010012O05Rik	31	45	43	43	75	20	43	41	49	38	97	121
2010013B24Rik	0	3	1	0	0	0	0	5	0	0	1	2
2010015M23Rik	4	7	4	3	5	4	3	2	3	5	0	0
2010016I18Rik	2	10	0	1	1	0	2	0	1	0	1	2
2010106C02Rik	1	4	2	0	4	1	3	0	0	0	0	0
2010106E10Rik	1	0	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	268	272	389	375	426	199	301	238	231	347	934	1422
2010107G12Rik	14	3	16	7	16	1	29	22	15	17	24	30
2010107G23Rik	2	6	1	2	3	3	1	3	6	6	1	2
2010109A12Rik	0	3	3	4	3	1	9	0	5	2	2	3
2010109I03Rik	113	102	84	85	189	78	106	77	74	94	16	23
2010110E17Rik	0	0	2	0	0	0	0	1	1	1	0	0
2010110K18Rik	29	28	22	25	34	16	24	19	16	26	0	0
2010111I01Rik	177	110	138	140	219	127	177	114	128	160	397	511
2010204K13Rik	136	113	120	154	152	128	131	94	137	91	160	167
2010300C02Rik	87	10	9	42	43	19	7	15	29	23	10	36
2010300F17Rik	3	6	2	1	6	2	0	1	2	0	0	0
2010310C07Rik	0	0	0	0	0	0	2	0	0	0	0	0
2010315B03Rik	52	72	73	73	94	54	63	68	42	74	93	104
2010320M18Rik	37	40	34	27	29	17	29	25	20	22	0	0
2010320O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2200002D01Rik	3	5	0	1	5	1	1	4	0	2	6	14
2200002J24Rik	7	16	8	8	6	4	14	9	2	2	20	17
2210008F06Rik	2	2	3	1	4	2	0	3	3	0	0	0
2210010C04Rik	0	0	0	1	0	0	0	0	0	0	0	0
2210011C24Rik	0	0	0	0	1	0	2	0	0	1	0	0
2210011K15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210013O21Rik	0	0	3	0	0	0	0	0	0	0	0	1
2210015D19Rik	198	214	196	163	249	156	273	159	199	205	291	366
2210016F16Rik	1316	664	1173	844	1177	672	1235	970	886	899	1073	1221
2210016L21Rik	796	868	548	686	979	425	584	407	448	388	604	756
2210017G18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210017I01Rik	0	0	0	3	2	0	2	0	2	0	0	0
2210018M11Rik	598	445	854	908	1042	493	774	624	662	704	442	711
2210019I11Rik	0	0	0	0	0	0	0	0	0	1	0	0
2210404O09Rik	57	65	59	90	96	36	45	50	50	102	62	91
2210406O10Rik	16	15	1	15	13	7	3	7	2	3	9	8
2210407C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	0	1	0	0	1	0	0	0	0	0	0	0
2210408I21Rik	70	38	32	53	32	27	29	27	23	37	54	65
2210411M09Rik	0	0	0	0	0	1	0	0	0	0	1	2
2210414B05Rik	0	0	0	0	1	0	0	0	0	0	0	0
2210417A02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	45	45	45	46	42	48	51	27	35	36	47	58
2210420H20Rik	1	0	1	0	1	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	1	0	0	0	0	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	79	66	83	114	113	60	92	79	89	102	40	80
2310001H17Rik	61	88	40	49	87	54	37	40	46	74	0	0
2310001K24Rik	0	1	1	0	3	0	0	0	0	0	0	0
2310002F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0	0	0	0	1	0	0
2310003H01Rik	377	320	330	356	481	197	214	187	230	242	871	1023
2310003L06Rik	0	0	1	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0	0	0	0	1
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	1	0	0	0	0	0	0	0	2	0	0	0
2310007L24Rik	6	10	14	5	14	10	6	8	12	8	5	8
2310008N11Rik	19	41	5	21	11	21	14	6	19	16	0	0
2310009B15Rik	135	131	72	92	146	41	35	37	29	47	223	218
2310010J17Rik	4	8	12	7	4	8	10	4	1	6	0	0
2310011J03Rik	937	735	727	751	981	442	534	498	563	483	1428	1659
2310014L17Rik	15	6	8	13	4	5	22	10	4	7	25	27
2310015A10Rik	17	21	8	19	45	17	21	6	17	9	0	0
2310015B20Rik	2	2	0	2	2	0	0	0	0	0	2	4
2310015D24Rik	0	0	0	0	0	0	0	1	0	0	0	0
2310015K22Rik	0	0	0	1	0	0	0	0	0	0	0	0
2310016D03Rik	1	0	0	0	0	0	0	0	0	0	0	0
2310016D23Rik	0	0	2	0	0	0	0	0	0	0	0	0
2310016G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	1419	1112	1192	1404	1984	1017	1224	968	1345	1084	1327	1545
2310022B05Rik	483	441	351	369	592	328	401	340	307	297	855	948
2310026I22Rik	0	0	1	0	0	0	0	0	0	0	0	0
2310026L22Rik	2	0	4	0	0	1	1	3	0	3	1	4
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310031A07Rik	2	0	0	1	0	0	1	1	0	0	0	0
2310033P09Rik	254	193	239	341	402	142	166	125	171	163	250	338
2310034G01Rik	1	2	0	0	4	0	0	0	0	2	0	0
2310034O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310035C23Rik	660	514	644	737	745	424	453	434	410	566	1138	1482
2310036O22Rik	2228	2083	1827	2216	3032	1168	1747	1185	1222	1168	2030	2350
2310039H08Rik	107	113	108	107	161	87	115	87	69	62	116	150
2310039L15Rik	8	8	6	4	8	3	5	4	7	5	0	0
2310040G07Rik	7	6	4	9	5	9	9	5	3	3	12	17
2310040G24Rik	15	22	51	24	69	15	69	57	43	52	0	0
2310043L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310043M15Rik	2	1	0	0	5	0	3	1	0	0	0	0
2310044K18Rik	0	1	2	1	0	2	1	0	0	3	1	0
2310045N01Rik	357	338	254	391	568	267	353	225	213	252	296	354
2310047D07Rik	0	3	2	0	1	0	0	1	0	0	0	0
2310047M10Rik	216	183	160	232	259	154	168	115	187	151	323	381
2310057J18Rik	0	0	0	0	0	0	0	0	0	1	0	0
2310057M21Rik	283	195	233	225	321	200	258	184	215	221	269	368
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310058D17Rik	66	50	39	44	61	38	63	42	33	56	42	89
2310061I04Rik	299	275	305	329	399	243	348	226	297	244	280	359
2310061J03Rik	69	62	54	66	101	14	37	27	28	26	0	0
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310067B10Rik	1873	1724	1659	1813	2927	1350	1458	1136	1788	1374	2927	3484
2310068J16Rik	5	2	2	5	5	4	2	3	9	1	0	0
2310069B03Rik	1	0	0	0	2	0	0	0	0	0	0	0
2310069G16Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310081O03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	1254	924	1080	1293	1791	748	936	617	951	842	2478	3520
2410003L11Rik	0	0	0	0	0	0	1	0	0	0	0	0
2410004B18Rik	608	513	354	597	595	387	369	313	247	280	587	574
2410004I01Rik	1	0	0	0	0	0	0	0	0	0	0	0
2410004N09Rik	133	151	112	143	186	135	147	112	99	106	190	259
2410004P03Rik	18	17	18	18	18	11	11	5	9	10	5	2
2410006H16Rik	896	892	533	664	985	512	501	311	422	502	1794	2180
2410007B07Rik	2	1	0	3	0	0	0	1	2	0	0	0
2410012E07Rik	16	25	20	24	35	21	21	10	23	27	0	0
2410012M07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410015M20Rik	778	681	522	719	840	461	559	400	487	438	1637	1843
2410016O06Rik	1113	842	775	986	1208	588	561	546	665	509	2506	2963
2410017I17Rik	3	2	0	1	3	2	0	3	2	2	5	7
2410018L13Rik	14	6	7	11	7	1	8	7	0	2	10	13
2410019O14Rik	18	18	13	24	22	16	13	10	22	18	19	38
2410021H03Rik	1	0	0	2	0	0	0	0	0	0	0	0
2410022M11Rik	22	37	28	27	26	13	7	5	5	13	0	0
2410024N13Rik	0	0	0	0	2	0	0	0	0	0	0	0
2410080I02Rik	3	2	0	0	0	0	1	0	0	1	1	1
2410088K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410089E03Rik	344	295	503	408	582	291	406	324	298	316	395	540
2410114N07Rik	1	3	4	4	1	3	3	0	3	3	8	10
2410124H12Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410127L17Rik	531	629	853	993	852	493	603	631	750	751	540	804
2410131K14Rik	357	393	295	354	499	207	374	251	258	245	692	795
2410137M14Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	0	2	4	2	2	2	2	1	2	4	0	0
2410152P15Rik	1	0	0	0	0	0	0	0	0	0	0	0
2500002B13Rik	65	92	57	106	91	82	87	44	61	56	0	0
2500004C02Rik	34	32	22	29	29	19	34	27	19	34	36	34
2510002D24Rik	93	92	66	20	144	78	124	78	115	86	203	227
2510003E04Rik	531	311	391	468	460	277	303	235	252	234	443	560
2510009E07Rik	0	1	4	0	1	0	2	3	0	1	2	4
2510016G02Rik	0	0	0	0	0	1	0	2	0	0	0	0
2510039O18Rik	2063	1826	1983	2066	2588	1491	1982	1601	1781	1713	2799	3198
2510046G10Rik	2	10	7	4	17	5	8	5	12	8	12	8
2600006K01Rik	2	3	4	4	2	1	1	1	3	2	14	18
2600014E21Rik	7	5	2	8	8	4	5	10	7	4	0	0
2610001J05Rik	192	244	350	188	420	86	339	283	250	251	216	325
2610002J02Rik	163	185	205	188	355	107	179	123	195	128	249	376
2610002M06Rik	549	435	619	711	655	373	519	484	522	534	528	760
2610005L07Rik	421	405	333	455	579	251	431	227	271	272	550	805
2610008E11Rik	69	68	89	97	102	40	80	71	32	62	71	105
2610015P09Rik	134	128	122	122	152	96	111	108	94	88	159	189
2610016A17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610020C07Rik	15	19	20	19	21	12	11	15	4	9	0	0
2610020F03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610020H08Rik	109	88	116	109	124	74	80	65	73	72	219	304
2610021A01Rik	559	494	699	778	695	417	565	694	669	661	640	947
2610024D14Rik	1	0	0	0	0	0	0	0	0	0	2	4
2610027F03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610027K06Rik	2	3	4	2	1	0	0	0	0	0	0	2
2610028E06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	0	0	0	0	0	0	0	0	0	0	0	3
2610034B18Rik	1	1	0	4	0	0	0	0	2	0	0	1
2610034M16Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610035D17Rik	48	81	5	16	23	8	7	2	5	7	34	67
2610035F20Rik	0	0	0	0	1	0	0	1	0	0	0	0
2610037D02Rik	82	86	84	92	91	64	104	74	55	121	0	0
2610042L04Rik	0	0	1	0	0	0	0	0	0	0	0	0
2610044O15Rik8	210	280	338	368	438	223	331	304	345	322	66	88
2610203C20Rik	1	0	0	0	0	0	1	0	0	3	0	0
2610203C22Rik	0	0	0	1	0	0	0	2	2	0	1	1
2610204G07Rik	1	3	0	0	2	4	0	0	0	1	1	4
2610206C17Rik	4	0	1	2	4	2	0	0	3	0	5	6
2610301B20Rik	188	142	152	178	155	105	168	158	148	124	268	394
2610303G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610305D13Rik	3	8	4	9	3	2	0	1	0	5	4	12
2610306M01Rik	27	31	23	27	35	17	38	25	24	34	0	0
2610307P16Rik	1	1	3	3	2	3	0	2	1	4	3	11
2610316D01Rik	2	2	0	3	4	1	2	0	8	0	0	0
2610318N02Rik	209	190	119	181	359	126	195	116	183	176	242	345
2610507B11Rik	5685	4501	5952	5480	7476	4078	8781	5807	5225	4444	7639	9827
2610507I01Rik	19	31	16	39	27	13	10	11	8	9	57	49
2610524H06Rik	94	121	105	148	127	97	96	86	83	69	93	139
2610528A11Rik	1	0	0	0	0	0	0	0	0	0	0	0
2610528J11Rik	0	0	0	1	0	0	0	0	0	0	0	0
2700012I20Rik	7	6	9	3	10	3	10	7	16	9	0	0
2700016F22Rik	5	0	1	3	5	3	4	3	3	5	0	0
2700029M09Rik	701	802	1002	1016	1020	492	813	827	693	778	676	867
2700033N17Rik	0	0	0	0	0	0	0	4	0	0	0	0
2700038G22Rik	98	133	64	95	140	68	96	53	102	88	0	0
2700046A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2700046G09Rik	3	7	8	1	9	0	5	3	2	2	0	0
2700049A03Rik	507	443	651	584	681	385	561	514	477	524	586	956
2700060E02Rik	2030	1923	2298	2444	2430	1201	2157	1956	1579	1795	1277	1777
2700062C07Rik	151	149	190	231	212	132	185	155	127	146	127	193
2700068H02Rik	4	0	0	0	1	0	1	0	0	0	2	5
2700069I18Rik	0	0	1	0	0	1	0	0	1	1	0	3
2700081O15Rik	258	169	314	222	199	166	231	199	100	143	465	529
2700089E24Rik	288	336	829	420	769	223	726	653	625	527	319	376
2700089I24Rik	1	0	0	0	0	1	2	3	2	1	0	0
2700094K13Rik	1026	943	751	906	1301	791	984	672	636	713	2375	2676
2700097O09Rik	129	130	118	146	124	86	125	83	98	89	289	434
2700099C18Rik	44	83	86	94	116	58	94	50	80	77	0	0
2810001G20Rik	37	40	34	42	50	32	46	31	37	41	65	100
2810002D19Rik	70	67	57	51	74	38	63	45	43	40	46	88
2810004N23Rik	915	929	1280	1310	1923	740	1250	988	1292	1012	961	1182
2810006K23Rik	404	331	345	283	480	184	236	266	286	219	369	428
2810007J24Rik	0	0	0	0	0	1	0	0	0	0	0	0
2810008D09Rik	186	193	93	123	237	131	53	49	98	105	271	324
2810013P06Rik	49	43	24	65	65	36	44	34	32	25	0	0
2810021J22Rik	98	82	137	126	174	75	161	136	111	103	100	151
2810025M15Rik	163	98	4	124	3	54	13	5	24	23	192	209
2810029C07Rik	2	1	2	2	2	2	2	0	2	3	0	0
2810030D12Rik	0	0	0	0	0	0	0	0	0	0	0	0
2810032G03Rik	0	0	1	0	0	0	0	0	0	1	0	0
2810039B14Rik	63	49	74	43	61	30	91	63	52	54	0	0
2810047C21Rik1	2	1	6	3	5	2	1	1	0	4	4	5
2810402E24Rik	29	46	49	38	62	37	67	35	30	36	0	0
2810403A07Rik	1638	1281	1362	1826	2027	1089	1113	989	981	1007	1402	2073
2810403D21Rik	49	63	33	34	55	33	53	21	67	54	96	123
2810404F17Rik	3	2	0	1	4	4	1	3	0	3	1	1
2810404M03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2810405F17Rik	21	9	7	6	9	12	13	6	4	6	0	0
2810407A14Rik	0	1	1	1	0	0	0	0	0	0	0	0
2810408A11Rik	15	10	14	5	12	7	3	8	8	17	17	17
2810408I11Rik	20	26	50	30	35	29	34	35	58	57	56	71
2810408M09Rik	571	427	473	528	723	396	565	435	495	409	670	783
2810410L24Rik	0	0	1	0	3	0	0	0	2	0	1	1
2810414N06Rik	8	16	6	6	18	4	16	10	6	12	0	0
2810417H13Rik	3703	3167	5861	5329	5391	2232	4169	4246	3746	3472	4207	5687
2810425M01Rik	7	9	3	8	4	13	2	2	4	4	0	0
2810428I15Rik	594	551	464	483	747	329	493	373	305	373	858	884
2810429I04Rik	75	72	123	111	131	81	94	86	100	104	0	0
2810430I11Rik	0	1	1	0	0	0	0	0	0	0	0	0
2810433D01Rik	0	0	0	1	0	0	0	0	0	0	0	0
2810442N19Rik	0	0	0	2	1	1	0	0	0	0	0	1
2810454H06Rik	20	23	12	9	33	12	13	18	29	17	0	0
2810455O05Rik	13	8	28	15	28	15	16	20	17	27	11	21
2810459M11Rik	0	1	0	0	0	0	0	0	0	1	0	0
2810468N07Rik	32	39	1	28	13	18	12	6	13	19	23	28
2810471M01Rik	1	1	2	0	3	1	1	0	2	2	0	2
2810474O19Rik	824	985	2044	1613	2150	997	1610	1513	1548	1749	813	1133
2900005J15Rik	0	12	5	7	18	1	2	0	2	15	11	6
2900009J06Rik	0	0	0	0	1	2	0	0	0	0	0	0
2900011O08Rik	0	1	0	0	0	0	0	0	0	0	0	0
2900026A02Rik	2540	4163	1934	2546	5055	2786	1949	1250	3183	2056	3912	5461
2900041M22Rik	0	2	7	4	13	2	0	0	2	1	6	3
2900052L18Rik	1	0	0	0	0	0	1	1	0	0	0	0
2900052N01Rik	0	0	0	0	0	0	0	0	1	0	0	0
2900055J20Rik	0	1	0	0	2	0	0	0	0	0	0	0
2900072N19Rik	0	0	0	0	0	0	0	0	0	0	0	0
2900076A07Rik	30	26	23	21	25	16	12	10	11	18	0	0
2900079G21Rik	0	0	0	0	1	0	0	0	0	1	0	0
2900089D17Rik	10	8	7	2	7	6	1	0	0	4	24	31
2900092C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2900093K20Rik	1	4	0	1	3	2	1	0	0	5	0	0
3000002C10Rik	229	152	218	153	296	96	131	129	154	126	444	449
3010001F23Rik	1	2	1	0	2	0	0	0	0	0	1	1
3010003L21Rik	61	80	63	36	84	43	38	54	38	41	149	163
3010026O09Rik	135	103	95	66	146	70	88	64	74	57	163	198
3100002H09Rik	2	0	0	0	0	0	0	0	0	0	0	0
3100003L05Rik	0	0	0	0	0	0	0	0	0	0	0	0
3110001I22Rik	111	94	164	236	177	77	88	91	100	110	112	173
3110002H16Rik	914	603	779	871	942	671	529	396	532	417	689	921
3110004A20Rik	0	0	1	0	0	0	0	0	0	0	0	0
3110007F17Rik	15	12	6	16	9	7	16	8	1	5	16	11
3110009E18Rik	39	43	36	48	50	25	39	17	23	34	27	50
3110018I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
3110021A11Rik	2	0	2	0	0	0	2	2	0	1	2	3
3110021N24Rik	0	0	0	0	0	0	0	0	0	0	0	0
3110035E14Rik	0	1	0	0	0	0	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0	0	0	0	1	0	0
3110040N11Rik	170	177	196	144	303	94	175	122	142	143	222	272
3110043O21Rik	91	81	148	131	136	64	124	96	79	83	109	188
3110045C21Rik	6	1	7	1	6	2	10	2	5	12	0	0
3110052M02Rik	10	9	25	13	14	15	17	20	18	17	32	36
3110053B16Rik	26	25	18	42	5	21	21	20	9	18	50	61
3110056K07Rik	15	13	13	18	29	13	15	22	8	12	38	69
3110057O12Rik	286	334	245	315	323	308	214	163	121	164	318	431
3110062M04Rik	87	106	71	59	119	44	65	81	79	61	117	134
3110067C02Rik	16	15	34	29	32	10	9	22	24	30	18	37
3110070M22Rik	9	10	10	5	10	5	7	5	11	1	10	13
3110079O15Rik	0	0	0	0	0	0	0	0	0	0	0	0
3110082I17Rik	1952	1359	832	1045	1238	694	714	553	779	653	1773	2135
3110083C13Rik	49	56	28	66	63	45	27	19	58	19	0	0
3110099E03Rik	0	0	0	0	3	0	0	0	0	0	0	0
3222401L13Rik	4	1	0	0	2	0	0	2	0	3	1	0
3300002A11Rik	1	1	3	0	0	0	2	2	2	0	10	19
3300002I08Rik	16	23	27	27	24	10	18	13	16	23	40	64
3300005D01Rik	32	104	68	65	104	72	84	53	93	86	0	0
3425401B19Rik	1633	1339	1190	2219	1895	1983	901	599	1490	1264	1322	1758
3632451O06Rik	0	0	0	0	0	0	0	0	0	0	1	1
3632454L22Rik	2	2	3	2	9	4	4	2	3	2	4	3
3830403N18Rik	0	0	1	0	0	0	0	0	0	0	0	0
3830406C13Rik	245	244	265	366	170	189	189	166	244	220	72	106
3830408C21Rik	1	0	1	0	0	0	0	0	0	1	0	0
3830417A13Rik	0	0	0	0	1	0	0	0	0	0	0	0
3830432H09Rik	1	0	0	1	0	0	0	0	0	0	0	0
3930402G23Rik	1	1	1	0	6	1	0	2	0	4	1	0
4430402I18Rik	1	2	2	1	0	0	1	2	0	0	1	2
4631405J19Rik	12	8	8	2	7	3	7	8	0	2	38	20
4631405K08Rik	0	0	0	0	0	0	1	0	0	0	0	0
4632404H12Rik	51	48	28	44	77	42	26	24	28	34	76	107
4632411P08Rik	4	9	2	6	5	3	4	1	3	2	0	0
4632415L05Rik	134	150	115	155	237	86	117	105	74	102	113	142
4632427E13Rik	41	24	39	35	37	21	19	25	13	39	87	123
